movie_code,review
m/the_best_offer, The film has several smart twists and surprises up its well-tailored sleeve.
m/the_better_angels," The overall effect is close to parody, tinged by a frustrating coyness that refuses to identify its protagonist (Braydon Denney) by name for the entire running time."
m/the_bfg_2016," Exceeds expectations in terms of Rylance's performance, and joyously expounds the essence of a cherished children's tale with imaginative glory and boundless love"
m/the_big_bang_2011, A big disappointment for fans of Antonio Banderas and film noir.
m/the_big_feast," Estranho e por vezes chocante, o filme  rico em simbolismos em sua anlise sobre as frustraes do homem moderno, retratando a degradao de seus personagens atravs da entrega total  realizao dos prazeres da carne (em sentidos literal e figurativo)."
m/the_big_fix, More a summarizing project than an act of investigative journalism or a revelatory indictment.
m/the_big_hangover," Elizabeth Taylor is warm and appealing as the amateur psychiatrist. Van Johnson, too, is rather subdued and serious here, to just as warming effect."
m/the_big_kahuna," The Big Kahuna is best taken as an acting showcase for DeVito (whose low-key, deeply affecting performance is unlike anything he's done before) and Spacey."
m/the_big_lebowski," Nearly everything in The Big Lebowski is a put-on, and all that leaves you with is the Coens' bizarrely over-deliberate, almost Teutonic form of rib nudging."
m/the_big_parade, King Vidor's popular moving antiwar WWI drama set the tone for how to shoot a war film.
m/the_big_picture_2012, A character-driven drama with the soul of an existential thriller that asks more questions than it answers about the nature of identity and the possibility of second chances.
m/the_big_short," McKay approaches this adaptation of Michael Lewis' book with wit, energy and a surprising degree of clarity. But if the movie is a crackerjack entertainment, it's one with a conscience."
m/the_big_sick," 'The Big Sick' is hilarious, surprisingly emotional, and it has a big heart. I can't wait to see it again."
m/the_big_ugly," The preponderance of middle-aged men doesn't help: world-weary, seasoned villains they may be, but you wouldn't bank on any of them breaking into a sprint without pulling something."
m/the_big_wedding_2013," Lines such as, ""Who do you have to lynch for a Cosmo around here?"" pass for a version of humor that only a Mississippi slave owner in 1858 would likely find funny."
m/the_big_year," The movie feels rushed ... and in the process, it solves its minimal conflicts too easily."
m/the_bill_murray_stories_life_lessons_learned_from_a_mythical_man," While the structure of the film grows slightly tedious-the doc provides a fascinating look at celebrity, spontaneity and how technology often prevents us from being present."
m/the_bingo_long_traveling_all_stars_and_motor_kings," Genial, slapdash, high-spirited and occasionally moving."
m/the_birth_of_a_nation_2016," Essential as history and good, not great, as filmmaking."
m/the_bishops_wife, A typically sanctimonious Hollywood Christmas fantasy that works mainly because of the charm of the performers.
m/the_bitter_buddha, An enjoyable lighthearted watch about someone you want to root for to succeed.
m/the_black_cat_1981," This is a decent Fulci film, delivering all the sleaze and some of the splatter you can expect from the Italian goremeister."
m/the_black_godfather_2019," Does yeoman's work introducing a figure that few outsiders have likely heard of, but who needs no introduction in the power corridors of the entertainment industry."
m/the_black_panthers_vanguard_of_the_revolution_2015," Alas, its ultra-conventional, this-then-that approach, peppered with the reminiscences of long-since mellowed talking heads, rarely feels suited to the messy politics and personal lives of Black Panther Party firebrands ..."
m/the_black_power_mix_tape_1967_1975," Like any mixtape, it offers some truly transcendent moments alongside a smattering of filler, and never quite assembles its pieces into a cohesive whole."
m/the_black_string," Its premise isn't the strongest or most original, but [Frankie] Muniz's vanity-free performance in the lead role effortlessly carries this mostly entertaining film from beginning to end."
m/the_blackcoats_daughter," Evoking some unholy cross between the satanic classic Rosemary's Baby and Lucile Hadzihalilovic's uncannily eerie Innocence, with an inky dash of Lost Highway, [Osgood Perkins' film] represents a remarkable debut."
m/the_blackout_experiments," Like Blackout itself, ""The Blackout Experiments"" is often chilling and hard to shake."
m/the_bleeding_edge," Chronicling the unnecessary pain and suffering of patients caused by complications of devices and procedures that received little or no testing, The Bleeding Edge is a terrifying eye-opener."
m/the_bleeding_house, A good-hearted try at a bloody slasher flick falls short of a full pint.
m/the_bling_ring_2013," There is something in Coppola's weightless, affectless portrayal of their crime spree that is very effective, and this is a film whose interest definitely grows on a second viewing."
m/the_blob, Semi-classic 50s sci-fi thanks to McQueen and above par script.
m/the_blob_1988," Great special effects, iconic hairdos, and a lame script, make The Blob a forgettable remake of the classic alien feature. [Full review in Spanish]."
m/the_boat_2018," The film is solid, but it feels resigned to the limitations of its premise rather than actively pushing against its boundaries. Is there anything inherently wrong with that? Not really. Does it make for a safer, more boring film as a result? Undoubtedly."
m/the_body_remembers_when_the_world_broke_open," Tailfeathers and Hepburn give us a grounded interrogation of these topics. Their script, along with Norm Li's cinematography, focuses on the presence of violence as a pervasive aspect of female experience."
m/the_bodyguard_1992, I was completely unprepared for just how bad The Bodyguard is.
m/the_bodyguard_2011," Bodyguard sparks only when Salman [Khan] is slamming 'em off the walls, with his trademark smile and snarl."
m/the_book_of_eli," Iconically effective as a single-minded messenger with a mission, Washington's Eli is ultimately too confined by the man-of-few-words movie norms he's saddled with."
m/the_book_of_henry, Hollywood needs more films like this one. Films that aren't afraid to take chances and challenge genre as well as audiences.
m/the_book_of_life_2014," A bursting-at-the-seams piata of an animated movie, stuffed with so many glorious visuals, delightful gags and candy-wrapped life and death lessons that it implodes before anyone can savor how sweet a treat it is."
m/the_book_of_love," Fo a film thats trying very hard to make you feel, it sure leaves you cold."
m/the_book_thief," ... The Book Thief doesn't strive to be a necessarily authentic reflection of conditions of the era, and leans on feeling rather the verisimilitude..."
m/the_bookshop, The intimacy is contagious. [Full Review in Spanish]
m/the_borderlands," Much of this may sound familiar, but The Borderlands' crafty virtue is that it understands that hand-held camerawork and boo scares aren't an excuse to neglect plot, dialogue or characters."
m/the_boss_2016," The Boss is a strange tonal mess that's not exactly Tammy bad. But even with McCarthy swinging for the fences, it still can't close the deal."
m/the_boss_baby," ""The Boss Baby"" still feels standard issue and a wee bit tiresome."
m/the_bourne_legacy," Gilroy is an intelligent writer but he is not a technically skillful action director, and so he tries to compensate with a detailed but not very involving tale and characters that like to talk in one too many indoor scenes."
m/the_boxer," Thanks largely to the richly insinuative acting of Day-Lewis and Watson, we're profoundly moved by the power of Maggie and Danny's intentions and desires, if not their actions."
m/the_boxtrolls," It's unlikely to become a cultural juggernaut on the level of something like Frozen, but I think it is as enjoyable."
m/the_boy," Despite game efforts by the cast, this tepid horror opus is never scary enough to overcome its silly premise."
m/the_boy_2015, The director tries to generate a pace that his dramatic efforts fail to match.
m/the_boy_and_the_beast," Rousing, exciting, and incredibly touching: Family-friendly anime really doesn't get much better than this."
m/the_boy_next_door_2015, Yet another January flop that isn't so much released as written-off by Universal.
m/the_boy_who_harnessed_the_wind, The film rarely offers any surprise in the way such extraordinary events are being explained.
m/the_boy_with_the_cuckoo_clock_heart," Eccentric with some striking design touches, but humorless and heartless"
m/the_boys_and_girl_from_county_clare_2004," Agreeably soapy, but if you're not a Ceili fan, you're likely to doze off by the end of the first reel."
m/the_brady_bunch_movie," The film establishes a bland, reassuring, comforting Brady reality - a certain muted tone that works just fine but needs, I think, a bleaker contrast from outside to fully exploit the humor."
m/the_brainwashing_of_my_dad, [VIDEO ESSAY] Jen Senko's workmanlike (Kickstarter-funded) documentary examines American media's propaganda-led phenomenon of extreme rightwing bigotry with a fine-tooth comb.
m/the_brand_new_testament," Van Dormael's film is touching, wise, very funny at times, and winningly surreal."
m/the_brass_teapot," There's not much depth to Mosley's debut, which is based on a short story by Tim Macy. But Michael Angarano and Juno Temple are an appealing pair as John and Alice, struggling suburbanites."
m/the_breadwinner," In its power and its beauty, ""The Breadwinner' reminds us that animation can be every bit as much of a medium for adults as it is for children."
m/the_breaker_upperers, A hilarious and heartfelt ode to female friendship.
m/the_bridge_1959," Wicki brings a tremendous sense of confidence to the project, letting the details of life on the home front heighten the tragedy to come."
m/the_brink_2019," Though it would surely be unwise for journalists to stop paying attention to his comings and goings, it's hard to see what ordinary viewers at any point on the political spectrum will gain from this particular status report."
m/the_broken_circle_breakdown," There's no escaping that the film will jerk tears, but it doesn't deserve the pejorative label that might suggest...Van Groeningen seems to innately understand that sorrow truthfully communicated and shared can be cathartic, rather than depressing."
m/the_bronze," Though no one would accuse ""The Bronze"" of not being funny, it somehow manages not to be funny often enough."
m/the_brooklyn_banker," An overly familiar mob drama, though the authentic Brooklyn settings add color."
m/the_brooklyn_brothers_beat_the_best_2011," It's sweet in places, but too similar to every other eccentric film about a going-nowhere artist hiding his inner brilliance under passive-aggressive annoyingness."
m/the_brother_from_another_planet, An excellent example of what can be achieved with a very small budget and a good screenplay.
m/the_brothers_grimsby, Sacha Baron Cohen brings his B-game - or maybe even his C-game - to this moderate new comedy that basically defeated my attempts to like it.
m/the_bubble_2007," By exploring both sides of the Semitic playing field, Bubble is the antidote to unrewarding diatribes like Paradise Now -- although its final verdict is equally pessimistic."
m/the_burbs," The 'Burbs doesnit quite go the distance, but for most of its length it is a superbly inventive, insightful and funny black comedy."
m/the_butcher_the_chef_and_the_swordsman_2010," Wuershan's heavy hand, never letting up for a moment to allow any air or life to enter the film, cuts off the film's energy even as it rattles relentlessly on."
m/the_bye_bye_man," The derivative work doesn't deliver scares so much as a few starts, all while ripping off such genre classics as ""Candyman"" and ""A Nightmare on Elm Street."""
m/the_cabin_in_the_woods," Detention, which will come out this year.. goes to the next level on meta movies. But Cabin isn't trying to be meta; it's focused on genre. Those are different types of satire so I can appreciate Cabin taking genre further than ever."
m/the_cabinet_of_dr_caligari," A simple, subversive film made all the more interesting because of its style."
m/the_cage_fighter," The Cage Fighter isn't sentimental about the notion of an aging sports hero who needs one more day in the proverbial sun, recognizing that desire as macho folly."
m/the_call_2013," For the most part ... a tense, extreme-jeopardy thriller that delivers the intended goods."
m/the_calling_2014," It's remarkable what a little care and attention can do for a familiar genre, and Jason Stone's The Calling has been made with more than a little of both."
m/the_camden_28_2007," In revisiting the oppressive measures employed by the FBI during that era, the viewer is treated to a welcome message about the right, if not the duty, to challenge authority, especially in the face of corruption, intransigence and utter arrogance."
m/the_campaign, [VIDEO ESSAY] Here's a new twist. Picture a Republican politician with humanitarian ethics.
m/the_canal, What makes The Canal so captivating is less the familiar story than David's intensifying nightmarish mindscape ...
m/the_candy_witch," The Candy Witch tries to tell an interesting story, but ultimately can't overcome the holes in the plot."
m/the_cannibal_club," A diverting, stylish, but ultimately rather trite satire whose social critique and grand guignol aspects never quite come to a full boil."
m/the_canyons_2013," While not about pornography, The Canyons can't help but possess that same lurid whiff of XXX material, from the crotchy, skeevy sweatiness, right down to its poor acting, tossed-off dialogue and visibly low production values..."
m/the_captain_2017, A stunning look at how the right overcoat can turn a schlemiel into a respected leader.
m/the_captain_2019, Passengers on a flight to Tibet survive accidents and weather in a disaster pic that's become a blockbuster hit in China.
m/the_captive_2014, The director renders an already bogus story more preposterous by lathering it in portentous solemnity ...
m/the_car," The action centres on a remote Midwestern town where a demonic driverless car terrorizes motorists, pedestrians and, in one of the film's genuinely scary moments, cyclists."
m/the_cartel," Veteran TV anchor Bob Bowdon's feature debut has all the intricate nuance of an evening newscast; its analysis is heavy on diagnosis but simplistic when it comes to the cure, as well as woefully ignorant of racial and fiscal complications."
m/the_case_for_christ_2017," There are no out-and-out villains in this film; just plenty of people with flaws. And it's with sympathy for all of them, perhaps, that Jon Gunn makes his best case for Christianity"
m/the_castle," An efficient, crowd pleasing, and heartwarming entertainment."
m/the_cat_from_outer_space," The Cat From Outer Space is likely to keep the under-14's amused, at least if supplemented by plenty of popcorn."
m/the_cat_o_nine_tails," Moderately effective, stylish early giallo from Argento"
m/the_cat_returns," With the frantic, infernal energy (and cats) and even a little of the barbed social satire of Mikhail Bulgakov's Master and Margarita."
m/the_catcher_was_a_spy," The biggest adrenaline pump comes when Berg, stir-crazy after working at a desk during World War II, runs at full speed down a hallway. There's a shootout later on that gets less attention than that one short sprint."
m/the_catechism_cataclysm," Watching the lazy surreal odyssey unfold, you might be tempted to see The Catechism Cataclysm as a metaphor about telling a story, or about the futility of telling a story."
m/the_catered_affair_1956, Plays like Marty but without the same winsome appeal.
m/the_celestine_prophecy," The movie is self-conscious and lacks dramatic tension, and the dialogue sounds like people reading passages from James Redfield's novel ..."
m/the_cell_2000," The major problem is that The Cell continuously echoes The Silence of the Lambs, only - the intricate character interplay, Jonathan Demme's direction and the taut storyline."
m/the_challenge_1982, Nifty little culture-clash action flick from John Frankenheimer
m/the_challenge_2017, ... provides an immersive and fascinating look at a subculture of modern excesses clashing with cultural and spiritual traditions.
m/the_chamber_2018," Standard issue trapped-undersea thriller, more melodramatic than most."
m/the_change_up, The Change-Up bravely attempts to revive the dormant subgenre but it's a lame effort that grows increasingly frantic and foul-mouthed as the realization sets in that the gimmick isn't working.
m/the_changeover, ... The Changeover offers the rare sight of a fantasy that feels both distinctly Kiwi and contemporary and that's something to be celebrated and cherished.
m/the_chaperone," It's a blatant exploitation film (what Variety calls ""an actioner""), yet its obviousness, keyed to Levesque's squared-circle appeal, is humorous."
m/the_chaser_2008, Watching the Korean film The Chaser is like chewing diamonds - you know there's something of value in there but mostly it's just a mess of pain and blood.
m/the_chateau, At its best early on as it plays the culture clashes between the brothers.
m/the_cherry_orchard_2000, This story tutors us in the practices of kindness and compassion for those caught up in the trauma of change and loss.
m/the_chess_players, Its mannered goofiness echoes the pastoral comedy of Days and Nights In the Forest while the Raj-era dancing-girl trappings recall the decidedly grim The Music Room.
m/the_child_remains, Creepy setting... promising premise... slow-and-obvious horror mystery.
m/the_childhood_of_a_leader," With his unusually accomplished directorial debut, Corbet delivers a strange and startling film that reflects the unique trajectory of his career, as well as the influence of the iconoclastic directors with whom he's already worked."
m/the_children_act," This very faithful adaptation of Ian McEwan's novel - he wrote the screenplay - isn't a barnburner but, anchored by Emma Thompson's excellent performance, definitely keeps your interest."
m/the_china_hustle," Rothstein's irreverent, can-you-believe-this sense of humor makes the anti-capitalist message go down even easier."
m/the_choice," Some will eagerly dig in, while others are likely to find it too sticky and overly rich."
m/the_christmas_candle_2013, The Christmas Candle is both a nice holiday tale and a touching mediation on the value of using one's faith to create everyday miracles.
m/the_christmas_chronicles, Snake Plissken as ol' St. Nick? It works far better than you imagine.
m/the_chronicle_of_anna_magdalena_bach," The Chronicle Of Anna Magdalena Bach disregards most conventions of costume drama to ask some very human questions about history, what it takes to be an artist, and what movies can tell us about ourselves."
m/the_church," Sovai doesn't settle for the easy, opting instead for a more oblique and suggestive, rather than graphic, approach to the material"
m/the_circle_2017, A superficial smartness to the early scenes soon gives way to very obvious plot manipulations.
m/the_clapper," The Clapper hints at the psychological roots of Eddie's peculiar personality, but in the end it isn't at all interested in understanding the man. And that's because it's too busy making fun of him."
m/the_class, Cantet's film makes you squirm with indignation and disbelief. But it also captures one or two of those rare moments of breakthrough that make all the difference to a teacher's will to live.
m/the_cleanse," The film could have easily fallen flat, straying into B movie or comedy territory, but it's a masterful blend of horror, drama and comedy."
m/the_climbers_2019," Impressive sound design, which makes every carabiner clink and boulder impact seem monumental, and Lee's skilled use of close-up photography (combined with fast-cut montage editing) make The Climbers worth seeing on a big screen."
m/the_closer_you_get, A harmlessly amusing comedy about the pursuit of love in a tiny Irish community.
m/the_clovehitch_killer, An excellent McDermott embodies Don with just enough strangeness to keep audiences from knowing precisely where The Clovehitch Killer is heading.
m/the_cobbler_2015, Audiences tickled and delighted by the initial premise are only likely to feel disappointed by the way it pans out.
m/the_cold_lands_2013, This sensitive drama about outsiders never gets too deep inside its characters.
m/the_cold_light_of_day," The one thing that's consistently fun to watch here is Weaver, whose prominent if surely rent-inspired role as a ruthless Terminator in pantsuits generates plenty of accidentally funny stuff."
m/the_coldest_game," Pullman's characterization of a hopeless boozer is so far over the top, it makes Charles Bukowski look like Ned Flanders."
m/the_collection_2012," The rare horror sequel that doesn't demand loyalty to its predecessor, The Collection actively avoids genre clichés for an effectively creepy post-torture thriller."
m/the_collector_1965, Wyler's skill with performances makes the film constantly riveting.
m/the_collini_case, A taut and engrossing legal procedural that has more on its mind than simply reaching a verdict on one man's guilt or innocence.
m/the_colony_2013," On the whole, The Colony might have fared better if it had hunkered down and tried to wait out the global winter."
m/the_color_of_pomegranates, It's best appreciated as an arcane work about a great tortured artist by a great tortured artist.
m/the_color_of_time," ""The Color of Time"" is an odd bird in that its 12 cooks don't necessarily spoil the broth. The problem is that they leave it as broth."
m/the_color_wheel, Some will call The Color Wheel daring. Others will remember that it takes more than desperate shocks to add substance to the sloppy diddlings of a dilettante.
m/the_comedian_2017," It is totally worth it to see De Niro do standup comedy. The plot providing the vehicle for the stand-up comedy is thin, but there's enough stand-up comedy that I'm glad The Comedian exists."
m/the_comedy, Tim Heidecker's Swanson does not amuse us in spite of the pity he inspires but because of it.
m/the_command, The right of Vinterberg to relate this story is debatable but the narrative seems so specifically critical of Russia that one wonders if it could even be made there in the age of Putin.
m/the_commune_2017," Togetherness doesn't work so simply: touching, as well as funny, to be shown how clever people once hoped otherwise."
m/the_commuter, Liam Neeson and Jaume Collet-Serra again team up for another stylish and pulpy Hitchcock homage.
m/the_company_you_keep, Robert Redford makes a welcome return to double-duty as director and lead actor in this clear-eyed drama about a former Weather Underground radical forced to reconcile with the past.
m/the_concert_2010," An over-the-top screwball comedy with a thunderous, sentimental conclusion."
m/the_condemned_2013, You may hopefully think you're watching an art-film pastiche along the witty avant-garde lines of something by the Chilean director Ral Ruiz.
m/the_confirmation_2016," In the best moments, Nelson juxtaposes ... ephemeral, eternal doubt against the concrete realities of small-town American poverty and marginality."
m/the_conformist, This film nevertheless touches some issues that seem universal even today.
m/the_congress," There's something exhilarating -- mesmerizing, even -- about The Congress's most ludicrous flourishes."
m/the_conjuring," The Conjuring doesn't try to reinvent the tropes of horror movies, whether it's ghosts or demons or exorcisms, but Fred Astaire didn't invent tap-dancing, either."
m/the_conjuring_2," Lacking some of the simplicity and elegance of the first installment, ""The Conjuring 2"" is nonetheless a smoothly efficient horror movie, building to a powerhouse finale rooted in our emotional connection to the film's well-drawn main characters."
m/the_connection," ""The Connection"" feels at best like a cover version of the classic American crime films of the 1970s, and at worst like so much glossily mounted karaoke."
m/the_conquest_2011," Pic takes genre helmer Xavier Durringer back to his theater roots, with most of the narrative mayhem and laughs coming from pic's sharp dialogue and strong work by seasoned thesps, who just manage to avoid caricature."
m/the_conspiracy_2013, Why do so many contemporary filmmakers use the well-worn device of found footage and documentary shooting style to make thrillers? Does The Blair Witch Project have a mysterious power over all of them?
m/the_conspirator," This is by no means a great movie, but in telling a gripping and little-known true story with many contemporary resonances it has time(liness) on its side."
m/the_corrupted_2020," Scalpello and screenwriter Nick Moorcroft take the lowest common denominator route, falling back on tired mob-movie clichés, stock characters and leaden dialogue so generic it could have been written by an algorithm."
m/the_cotton_club_encore," All right, it's what the world should have seen. Does that make it, 35 years later, worth seeing? No and yes."
m/the_counselor_2013," It's all style, no substance, and a prime example of how a bad script can shackle a first-rate cast."
m/the_counterfeiters_2007," [Director] Ruzowitzky's straightforward approach to this unusual story and cinematographer Benedict Neunfels's documentary-style immediacy transcend the now well-worn Holocaust genre, bringing another side of the tragedy into unflinching focus."
m/the_courier_2019, [The Courier is] a leaden action film that lacks both imagination and logic.
m/the_courtship_of_eddies_father," One of Minnellli's weakest (or is it modest?) serio comedies, dealing with the adjustment problems of a recent widower (Glenn Ford) and his young son (played by child actor-future director Ron Howard)."
m/the_crash_2017," The film may be too preposterous to take seriously, but at least writer-director Aram Rappaport trains his sights on the right enemies."
m/the_crash_reel_2013," Assembled from a plethora of visual sources, including the title footage, this impressively edited and dynamically scored film successfully combines visceral bursts of action with intimately observed sequences ..."
m/the_creeping_garden," All in all, ""The Creeping Garden"" cultivates more style than substance."
m/the_crocodile_hunter_collision_course_2002, One of the most unbearable movies in recent history.
m/the_crow_wicked_prayer, The Crow: Wicked Prayer is just like the first one -- if the first one had been made by a room full of mean-spirited six-year-olds with a finger-paint budget of $12.00.
m/the_crowd_roars_1932, Crosses the finish line as nothing more than routine.
m/the_crucifixion_2017, The Crucifixion is an original film that constructs suspense bit by bit without exaggerating for the sake of jump scares. [Full Review in Spanish]
m/the_cup, Talk about product placement: there are times when The Cup resembles a feature-length advertisement for the race itself.
m/the_cup_1999, La pelcula vuela entre las reflexiones espirituales y las divertidas situaciones de un monje para ver los partidos de soccer en la Copa del Mundo.
m/the_cured, There's a drab air to this low-budget film ... which even Sam Keeley's presence and Tom Vaughan-Lawlor's menace can't totally re-animate.
m/the_current_war_directors_cut," Gorgeous, witty, well-acted and old-fashioned period piece given its sparkling due in a new re-edit."
m/the_curse_of_buckout_road, Just another kids-in-peril horror flick that has flashes of inspiration but isn't distinctive enough to stand out from the pack.
m/the_curse_of_la_llorona_2019, The predatory bogeywoman of Mexican legend haunts 1970s Los Angeles in Michael Chaves' efficiently formulaic shocker.
m/the_curse_of_sleeping_beauty," For viewers who are not into genre trappings, The Curse of Sleeping Beauty [...] is dull and silly beyond belief."
m/the_curse_of_the_gothic_symphony," This gripping film takes us inside the belly of the creative beast - several bellies in fact, from that of the now dead composer, eccentric Englishman with the back to front name, Havergal Brian, through the entire cast of musicians and filmmakers"
m/the_dalai_lama_scientist, The archival footage is fascinating enough to forgive the film's muddled narrative and subpar production values.
m/the_damned_2014," It's all well acted and expertly crafted - quick edits that play mind and visual games with the viewer, music that heightens tension, some cool special effects - but most of the victims are people you want to slap even before their secrets are spilled."
m/the_damned_dont_you_wish_that_we_were_dead," The U.K.'s oldest extant punk band gets a suitably entertaining, fractious documentary tribute."
m/the_danish_girl_2015," ""The Danish Girl"" is so primly told, it treads so delicately around even the most conservative sensibilities that it might just work to change some minds, which makes it valuable in a way an edgier, swifter, more urgent, or exciting film might not be."
m/the_dare," The practical effects are amazing and cringeworthy and if torture porn is your bag, you can fill it up with The Dare."
m/the_dark_2018," Faults aside, The Dark is still effective and emotionally charged. With enough kills to satisfy the bloodthirsty, it will certainly have an audience who love films about the undead but are craving something with a different taste."
m/the_dark_horse_2016, The scale and significance of Potini's efforts become all the more remarkable when viewed through the filter of Curtis' committed performance.
m/the_dark_knight," The film is quite special but where some films can weather extraneous or padded scenes, The Dark Knight has some distracting bloat to it which keeps it out of masterpiece territory."
m/the_dark_knight_rises," Smartly-written, riveting and profoundly human with Oscar-caliber performances. It's the most emotionally and intellectually rewarding blockbuster in years, and thus far the best American film of 2012."
m/the_dark_red," The Dark Red is an interesting way of exploring the hysterical mother trope. Helped massively by a great lead performance, The Dark Red may just have birthed the next screen Sarah Connor."
m/the_dark_tapes, The Dark Tapes ends up doing more right than it does wrong ... you'll find some really cool creatures and a few truly frightening and original moments that will send more than just a chill down the old spine.
m/the_dark_tower_2017," Fans have been clamoring for one since the 1990s, and versions of it have been in and out of development for a decade. Pity them, for the final product is cheap, shoddy, and bland to a confounding degree."
m/the_darkest_hour," Not a good alien invasion movie, but an alien invasion movie; regardless of subpar filmmaking, there's something inherent that leaves you with the need to at least see the story through."
m/the_darkest_minds," Nothing really changes by the end, because after all there are five more of these waiting to be made if this one somehow manages to strike box office gold. I wouldn't hold my breath."
m/the_darkness," It is entirely about being vaguely creepy and so busy pushing its ""evil forces at work"" plot that it can't get bogged down in specifics or worry about pesky things like logic."
m/the_day_he_arrives_2011, Modern Korean drama recalls heady games of Godard and Resnais
m/the_day_shall_come, 'The Day Shall Come' is a farce to be reckoned with
m/the_dead," The Dead celebrates the beauty of the English language, the challenges of marital love and the intimations of mortality which can bring us back to an exaltation of life."
m/the_dead_2011, The Ford brothers' zombie apocalypse is the better for being told so straight - although its adherence to Romero's shuffling conventions does not extend to the film offering any coherent contemporary social commentary.
m/the_dead_center, The film is in tune with the need to remain lucid and empathetic while in the maw of human extremity.
m/the_dead_dont_die_2019," Caleb Landry Jones, as the resident awkward-nerd fanboy, also gets some stuff to play-but otherwise, this richly assembled cast goes to waste."
m/the_dead_lands," Lovely to look at but it feels long at just under 2 hours, and ends with a gory whimper rather than the anticipated spectacularly bloody bang."
m/the_deal_2005, The Deal clearly aims at being a roman-a-clef. Instead it's more of a roman-a-clumsy.
m/the_death_and_life_of_john_f_donovan, [Dolan's] film falls victim to his worst tendencies.
m/the_death_and_life_of_marsha_p_johnson, The Death and Life of Marsha P. Johnson  is a devastating but stellar documentary that explores the life of the vibrant and vivacious LGBTQ rights icon.
m/the_death_of_dick_long, The Death of Dick Long goes too far by taking the dramatic route instead of playing the revolting cause of Dick's death totally for laughs.
m/the_death_of_mr_lazarescu," The Death of Mr. Lazarescu comes on like a force of nature; radiating a startling intensity, it demands to be reckoned with."
m/the_death_of_stalin," The Death Of Stalin is superbly cast, and acted with icy and ruthless force by an A-list lineup. There are no weak links. Each has a plum role; each squeezes every gorgeous horrible drop."
m/the_death_of_superman," Intense animated adventure filled with brutality, deaths."
m/the_death_of_superman_reign_of_the_supermen_double_feature," Reign of the Supermen is an improvement over its predecessor, but it still lacks emotional punch."
m/the_decent_one, It operates under a discursive premise so presumptuous and flimsy that its attempted function as an experiential documentary proffers little more than a book-on-tape-on-film.
m/the_decline," Of course, an unexpected, unfortunate event occurs. [Full review in Spanish]"
m/the_decline_of_western_civilization_1988," The interviews are mostly very funny, probably not always intentionally so. It's far from unmissable, but it's valuable rock history with some great noise."
m/the_decoy_bride," Cupid works in strange and sometimes very funny ways, as this charming, nontaxing comedy directed by Sheree Folkson makes clear."
m/the_deep_2013," Back on home turf, Contraband director Kormkur has made a suitably dramatic recreation of a remarkable episode."
m/the_deep_blue_sea," The movie is occasionally moving and very well-acted, but despite all the crying manages to feel slight."
m/the_deer_hunter," The actors in the principal roles are so convincing and the movement of this story, told on such a grand scale, is so compelling that its greatness is undeniable."
m/the_delinquent_season," If this film reminds us of anything, it's not to let go lightly."
m/the_demolisher," One doesn't normally think of Toronto as having particularly mean streets, but they certainly look menacing in Gabriel Carrer's hyper-stylized take on the vigilante thriller."
m/the_den, Zach Donohue's debut feature ingeniously uses only computer images to tell its tale.
m/the_departure_2020," Despite some style, too much torrid steam is off-screen and too little rancor coalesces and festers to truly shock."
m/the_descendants_2011, Clooney and the elder daughter (Shailene Woodley) give Oscar-worthy performances in this hard-knocks film that will have you laughing one moment and sobbing the next.
m/the_descent_2, It's hard to argue that this is anything but a scary yet slightly superfluous sequel.
m/the_details_2010," A solid black comedy, with scene stealing performances from Laura Linney, and Ray Liotta."
m/the_devil_and_daniel_webster, Huston and Arnold are superb in this stirring blend of American and Faust.
m/the_devil_bat, With the assistance of his trusty bats Beyyyla sets out to take revenge on his megalomaniac corporate employer. Need I say more?
m/the_devil_inside, The ending for The Devil Inside was so bad and people were jeering so loudly you would have thought Mel Gibson just walked into the synagogue on Saturday.
m/the_devil_wears_prada," Soggy without a story. A job with a world-famous, powerful monster comes with enviable perks. See it only for sexy Simon Baker."
m/the_devils_candy," Kiara Glasco gives one of the best 'scream queen' performances of all-time...A muscular, punchy genre exercise that feels like a new classic simply because the filmmakers noticeably gave a damn."
m/the_devils_doorway," [S]pooky as hell, with some biting commentary on the history of the Catholic Church and a setting that grows increasingly claustrophobic and menacing as the narrative deepens."
m/the_devils_double," This is a movie too enamored of its own tawdriness, turning every violent act and violation into gratuitously salacious grindhouse set pieces."
m/the_devils_miner," A study in courage and harrowing portrait of a 14-year-old boy who works in a Bolivian silver mine, The Devil's Miner is an unforgettable journey through hell under the earth, where Satan is worshipped as king."
m/the_devils_playground, Everyone makes a terrific contribution as Schepisi peels away the surface to reveal a morass of personal demons
m/the_devils_rock," This is far from original, but the claustrophobic setting and bloody prosthetic carnage should entertain undemanding horror fans."
m/the_diabolical_2015," a rich and intriguing variation on a timeworn theme, as the tropes of the haunted house flick are ingeniously reverse-engineered and rebuilt into something else."
m/the_diary_of_a_teenage_girl, A fine adaptation of Phoebe Gloeckner's autobiographical novel about a sexually precocious 1970s adolescence.
m/the_dictator_2012," Not as offbeat and edgy as Borat and not as vulgar as Bruno, this is Baron Cohen's most mainstream film, containing political barbs, visual gags, and bathroom jokes that are often extremely funny."
m/the_dilemma," Director Ron Howard and the gifted actors are defeated by a misguided film, which suffers from identity crisis, disappointing as a male buddy comedy and/or more serious account of the nature and limitations of friendhsip."
